B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,CLOUDY_PIXEL_PERCENTAGE,MEAN_SOLAR_ZENITH_ANGLE,NODATA_PIXEL_PERCENTAGE,SENSING_ORBIT_NUMBER,SPACECRAFT_NAME,date,lat,lon,PID
154,2442,1424,360,590,695,1164,2132,2469,2494,2884,2766,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85157488599012,69.95400014647473,ID_iye9Al
154,2621,1549,391,616,822,1245,1909,2189,2280,2558,2766,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85157515196642,69.95409089182465,ID_iye9Al
138,1630,957,252,433,442,857,1654,1879,2080,2145,1959,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.838337013282896,69.97231955060312,ID_uETnqB
138,1630,957,290,448,534,857,1654,1879,2092,2145,1959,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.838337274575636,69.97241029327108,ID_uETnqB
138,1630,957,202,370,404,857,1654,1879,2032,2145,1959,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.83824657736265,69.9723126899397,ID_uETnqB
138,1630,957,219,385,436,857,1654,1879,1980,2145,1959,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.8382468386524,69.97240343258726,ID_uETnqB
213,3398,2671,600,1038,1836,2009,2390,2545,2486,2524,2273,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85289666757136,69.97324367131435,ID_41OdNS
213,3398,2671,786,1234,1954,2009,2390,2545,2798,2524,2273,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.852896929386304,69.97333441727122,ID_41OdNS
154,2962,2214,735,1178,2116,1979,2171,2323,2676,2403,1980,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85705094819749,69.97156350919816,ID_2WiWgw
176,3117,2575,571,981,1722,1845,2116,2113,2316,2120,1875,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85696025002447,69.97146588558135,ID_2WiWgw
154,2932,2302,633,1026,1846,1687,2008,2177,2388,2097,1980,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85696051243276,69.97155663242503,ID_2WiWgw
229,2337,1452,533,880,1017,1286,2229,2703,3042,3070,2664,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85904000994479,69.97153332387037,ID_Ho4yfo
229,2337,1452,470,791,868,1286,2229,2703,3188,3070,2664,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85904027244206,69.97162407118358,ID_Ho4yfo
149,2443,1659,502,853,993,1208,2055,2396,2930,2707,2441,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85894983668921,69.97161719266646,ID_Ho4yfo
114,1896,1027,298,491,539,1017,1894,2157,2322,2566,2554,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85899960747732,69.9889499527524,ID_NrfGeN
114,1896,1027,263,477,510,1017,1894,2157,2366,2566,2554,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85890917115486,69.98894307040399,ID_NrfGeN
210,2177,1700,237,444,871,1162,1588,1761,1574,1932,2154,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85476534814856,69.99434360861909,ID_bVauNu
210,2123,1645,249,422,932,1140,1503,1700,1508,1798,2154,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85476560541976,69.99443435532395,ID_bVauNu
159,2314,1831,296,541,930,1306,1765,1984,1948,2082,2101,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.8546749116212,69.99433672875307,ID_bVauNu
159,2296,1791,299,497,1007,1279,1729,1918,1758,2106,2101,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85467516888945,69.99442747543745,ID_bVauNu
157,1979,1201,271,518,494,993,2301,2742,2988,2964,2894,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.845016913723825,70.03279592034599,ID_Aw3eQz
157,1979,1201,321,563,548,993,2301,2742,3050,2964,2894,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.84492647590204,70.03278904040229,ID_Aw3eQz
157,1936,1097,304,602,531,1069,2373,2735,2880,3005,2894,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.844926724250314,70.0328797854591,ID_Aw3eQz
114,1583,893,218,431,397,837,1664,1828,2100,2132,2515,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.853255443315774,70.03659847517301,ID_COYEET
114,1583,893,328,551,635,837,1664,1828,2370,2132,2515,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85325569122837,70.03668922215638,ID_COYEET
109,1897,1206,318,598,645,1073,1857,2110,2502,2339,2243,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85316525334095,70.03668233416414,ID_COYEET
147,1550,879,226,409,339,799,1619,2266,2498,2307,2911,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.863113418541296,70.0374404951506,ID_wlpctX
147,1550,879,126,265,209,799,1619,2266,1710,2307,2911,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.863022732478775,70.03734284920486,ID_wlpctX
147,1550,879,237,449,401,799,1619,2266,2736,2307,2911,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.863022980697814,70.03743359839746,ID_wlpctX
205,2217,1553,1354,1544,1396,1252,2434,2801,2410,2926,3112,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.84909232526933,70.03519275923753,ID_UTBumD
205,2318,1738,584,780,974,1335,2240,2572,2556,2694,3112,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.84900188740028,70.03518587520787,ID_UTBumD
112,1375,716,163,306,284,749,2225,2809,2780,2918,2862,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.86503315095301,70.04511757050149,ID_ncXnIB
112,1375,716,236,397,351,749,2225,2809,2666,2918,2862,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.86503339755809,70.04520832025503,ID_ncXnIB
112,1847,1053,293,506,579,1015,2045,2400,2598,2728,2862,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.864942712883284,70.04511067036113,ID_ncXnIB
112,1847,1053,346,543,637,1015,2045,2400,2414,2728,2862,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.864942959485546,70.0452014200942,ID_ncXnIB
83,1105,567,190,336,287,600,1643,2000,2132,2335,2104,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85947584871752,70.06320263149854,ID_Mu7TnL
83,1176,624,133,237,209,609,1591,1981,1634,2140,2104,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.859385410052596,70.06319573217051,ID_Mu7TnL
83,1176,624,131,247,215,609,1591,1981,1836,2140,2104,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.85938565241177,70.06328648089693,ID_Mu7TnL
200,1686,1174,309,557,696,945,1479,1833,2002,2107,2548,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.84987746225325,70.05802516949386,ID_gaOV4w
200,2378,1810,345,595,880,1278,1897,2186,2122,2367,2548,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.84978702368172,70.05801827969334,ID_gaOV4w
192,2565,1916,327,590,963,1279,1825,2029,2014,2383,2391,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.849787266723126,70.05810902619123,ID_gaOV4w
412,3272,2386,660,922,1192,1593,2061,2379,2478,2773,2727,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.86871992529193,69.88308438236047,ID_DbMWwX
412,3242,2294,622,908,1130,1541,2051,2342,2450,2719,2727,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.86862949264804,69.88307751521711,ID_DbMWwX
398,3266,2301,606,870,1120,1555,2053,2335,2438,2703,2530,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.868629775096224,69.88316826318345,ID_DbMWwX
187,2286,1420,384,601,705,1082,1821,2091,2346,2414,2461,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88304321261042,69.8954235618827,ID_ufObcF
187,2501,1585,405,630,741,1165,1875,2243,2386,2609,2461,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.883043493091876,69.89551431332933,ID_ufObcF
187,2470,1427,321,509,606,1099,1786,2062,2242,2488,2461,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88295277963235,69.89541667955024,ID_ufObcF
187,2633,1563,332,579,687,1221,1814,2121,2292,2515,2461,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.882953060110616,69.89550743097628,ID_ufObcF
162,2460,1419,311,475,618,1093,1631,1942,2066,2355,2396,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.880422760100586,69.92552799629283,ID_gvoDvV
162,2361,1322,288,502,592,1028,1644,2023,2050,2389,2396,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88033232605479,69.92552110949313,ID_gvoDvV
162,2224,1337,280,463,539,1050,1750,2021,2106,2413,2396,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.880332599759925,69.92561186085345,ID_gvoDvV
187,1954,1140,285,503,517,968,1877,2262,2344,2551,2424,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88370947220877,69.93612172654687,ID_bV5UVi
187,2120,1250,319,547,557,999,1881,2240,2486,2524,2424,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.883619037823124,69.93611483451932,ID_bV5UVi
149,2198,1319,413,669,868,1163,1905,2328,2540,2557,2396,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88300810142449,69.97426648007982,ID_R1UDKJ
149,2198,1319,340,578,644,1163,1905,2328,2320,2557,2396,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88300836451735,69.9743572328442,ID_R1UDKJ
210,1610,1165,231,422,574,984,1345,1544,1800,1614,1729,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.871818161646814,69.98176052327045,ID_6ogcMU
210,1610,1165,225,453,774,984,1345,1544,1536,1614,1729,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.871727725648945,69.98175363137177,ID_6ogcMU
158,2234,1299,336,589,626,1127,2169,2558,2968,2841,2942,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87898317099124,69.98947464742594,ID_LtdHod
158,2145,1232,399,639,792,1038,2198,2613,2814,2950,2942,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.8788927347907,69.98946774756612,ID_LtdHod
184,2362,1373,376,636,776,1241,2202,2620,2802,3074,2894,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87889299432725,69.98955849963659,ID_LtdHod
57,1245,596,165,326,224,650,1867,2331,2394,2509,2604,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88186855004523,69.98670064544781,ID_Gbac8O
57,1245,596,172,289,200,650,1867,2331,2104,2509,2604,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88186881033943,69.98679139814801,ID_Gbac8O
51,1125,543,142,303,207,649,1830,2343,2268,2410,2493,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88177811395549,69.98669374369719,ID_Gbac8O
112,1715,949,253,453,476,837,1903,2407,2366,2618,2651,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87764267884056,69.99499777123651,ID_W07dWA
112,1709,920,263,472,394,896,2076,2370,2810,2644,2651,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87764293709644,69.99508852310892,ID_W07dWA
112,1715,949,209,372,366,837,1903,2407,2174,2618,2651,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87755224245079,69.99499087130815,ID_W07dWA
112,1709,920,205,410,346,896,2076,2370,2574,2644,2651,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87755250070373,69.99508162316002,ID_W07dWA
62,1049,522,174,323,246,603,1653,2268,2558,2379,2645,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.86657930923182,70.0155665682629,ID_K3K7IP
62,1296,640,189,397,315,714,2022,2520,2888,2797,2645,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.86648887210319,70.01555967337255,ID_K3K7IP
157,2050,1134,266,512,496,1037,1987,2294,2354,2682,2756,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.8733717078799,70.01953246128838,ID_AAtO0T
154,2157,1200,288,535,509,1065,2107,2538,2462,2822,2710,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87337196052067,70.01962321256033,ID_AAtO0T
154,2157,1200,302,547,541,1065,2107,2538,2392,2822,2710,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.873281523309686,70.01961631084572,ID_AAtO0T
161,1666,859,175,411,225,851,2177,2570,2680,2863,3045,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.878835388464836,70.03346884781169,ID_rqhtL0
161,1666,859,209,488,307,851,2177,2570,2966,2863,3045,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87874495085373,70.03346193824026,ID_rqhtL0
161,1666,859,228,487,350,851,2177,2570,3074,2863,3045,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87874520068601,70.03355269092371,ID_rqhtL0
158,2354,1328,360,643,667,1197,2242,2579,2786,2992,3001,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.875821841509875,70.02271364836629,ID_wy0VDm
158,2316,1278,329,619,662,1128,2300,2689,2702,3117,3001,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87573115214133,70.02261599197732,ID_wy0VDm
158,2271,1252,395,666,711,1148,2360,2783,2786,3117,3001,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.875731404217625,70.02270674382616,ID_wy0VDm
181,2430,1556,425,630,839,1139,1861,2165,2402,2485,2555,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88208588888273,70.03181182393217,ID_hipMgR
181,2430,1556,298,517,623,1139,1861,2165,2238,2485,2555,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.881995451346086,70.03180491189792,ID_hipMgR
180,2300,1494,297,554,527,1273,2511,3248,2620,3218,3160,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.869102370149406,70.04524665868868,ID_WZ7Ijw
180,2300,1494,343,724,623,1273,2511,3248,3582,3218,3160,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.86910261692125,70.04533740936107,ID_WZ7Ijw
180,2300,1494,933,1262,1128,1273,2511,3248,2894,3218,3160,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.869011932103476,70.04523975497112,ID_WZ7Ijw
180,2300,1494,475,834,706,1273,2511,3248,3840,3218,3160,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.869012178872495,70.04533050562304,ID_WZ7Ijw
216,2195,1431,409,715,888,1209,2164,2480,2822,2823,2933,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.875893854967245,70.0489409947621,ID_hgPuSC
216,2278,1579,337,634,990,1331,2052,2441,2524,2625,2933,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.875894101251056,70.04903174701677,ID_hgPuSC
216,2426,1629,448,788,952,1472,2473,2815,2906,3170,2933,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87580341685307,70.04893408429643,ID_hgPuSC
216,2183,1408,294,574,771,1155,2077,2426,2566,2656,2933,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.875803663134064,70.04902483653062,ID_hgPuSC
73,1730,910,266,508,497,971,2054,2348,2546,2707,2494,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.878971951981505,70.05035578691864,ID_BBfApG
73,1730,910,260,496,547,971,2054,2348,2366,2707,2494,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.87897219810099,70.05044653988722,ID_BBfApG
153,2189,1285,334,540,596,1127,2169,2519,2312,2844,2576,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.8820327810855,70.04541793581728,ID_CPLNd6
153,1969,1253,312,562,600,1016,1781,2032,2252,2318,2576,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88203302844045,70.04550868940933,ID_CPLNd6
138,1644,1028,229,457,447,854,1709,2081,2306,2189,2496,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88194259047484,70.04550177435709,ID_CPLNd6
91,1464,710,182,432,257,813,2274,2727,2836,2980,2610,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.792721218798775,69.95635088197983,ID_EGF0c0
91,1464,710,185,462,241,813,2274,2727,2808,2980,2610,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.79272148131038,69.95644161417164,ID_EGF0c0
91,1464,710,181,409,250,813,2274,2727,2632,2980,2610,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.7926307830915,69.95634406452385,ID_EGF0c0
91,1464,710,183,470,238,813,2274,2727,2834,2980,2610,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.792631045600075,69.95643479669533,ID_EGF0c0
230,2049,1379,294,561,820,1134,2229,2635,2336,2825,2814,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.84842655435745,70.05646300344578,ID_Y01s7w
230,2128,1589,234,470,620,1148,1840,2271,2030,2539,2814,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.848426797675764,70.05655374961685,ID_Y01s7w
184,1999,1552,218,443,594,1146,1916,2137,2206,2339,2463,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.848336359139566,70.05654686140946,ID_Y01s7w
123,2160,1284,314,494,574,1077,1890,2270,2210,2498,2402,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.75092133133488,69.9159295699262,ID_8SO3i6
123,2096,1240,209,456,425,1011,1910,2182,2490,2489,2402,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.750921600534284,69.91602029211818,ID_8SO3i6
53,1758,946,212,448,356,930,2276,2651,2460,3003,2983,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.750830896706255,69.9159227976989,ID_8SO3i6
262,2777,1952,568,843,1042,1411,1992,2236,2314,2502,2457,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91780969932746,69.88201482199607,ID_HncbzW
307,2748,1877,533,827,1030,1472,2062,2342,2426,2600,2594,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91771898179108,69.88191715344469,ID_HncbzW
262,2777,1952,564,851,1038,1411,1992,2236,2382,2502,2457,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91771926707599,69.88200791250777,ID_HncbzW
213,2144,1310,389,674,749,1076,2016,2397,2266,2718,2735,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.89065138488689,69.92948310123515,ID_T6JJ3q
270,2044,1290,352,562,609,1077,1901,2198,2404,2514,2843,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.89056067740051,69.92938545092409,ID_T6JJ3q
213,2144,1310,466,659,681,1076,2016,2397,2348,2718,2735,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.89056095077783,69.92947620466336,ID_T6JJ3q
111,1961,1124,315,493,536,987,1727,1999,2328,2374,2472,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.90982587228909,69.93176380669408,ID_skIzME
111,1763,998,236,393,430,692,1521,1972,2076,2200,2472,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.90982614612918,69.93185456483883,ID_skIzME
111,1961,1124,178,380,383,987,1727,1999,1650,2374,2472,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.90973543823825,69.93175689294995,ID_skIzME
111,1763,998,149,250,269,692,1521,1972,1348,2200,2472,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.909735712075225,69.93184765107405,ID_skIzME
178,2139,1188,317,536,586,1062,1992,2466,2678,2859,2868,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88707991301519,69.94454456997852,ID_wvjKN1
178,2139,1188,313,503,541,1062,1992,2466,2612,2859,2868,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88698947836683,69.94453767313492,ID_wvjKN1
116,1286,693,197,368,334,659,1517,1934,2054,2251,2249,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.893767481411864,69.94351232869421,ID_YgKtue
116,1286,693,178,317,294,659,1517,1934,1854,2251,2249,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.89376775183418,69.94360308339594,ID_YgKtue
116,1286,693,151,362,266,659,1517,1934,2260,2251,2249,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.893677046845866,69.94350542626898,ID_YgKtue
149,1886,1086,265,454,525,962,1723,2057,2000,2409,2328,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.8955713005107,69.94201680225606,ID_TkN6ue
149,1886,1086,300,473,564,962,1723,2057,2132,2409,2328,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.89548086600831,69.94200989859834,ID_TkN6ue
149,1886,1086,328,568,614,962,1723,2057,2336,2409,2328,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.895481136849696,69.94210065366309,ID_TkN6ue
311,2715,1662,431,713,682,1227,2136,2586,2766,2905,2817,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.90945146614707,69.95777686108636,ID_o82d1a
311,2715,1662,430,678,700,1227,2136,2586,2646,2905,2817,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.90945173421265,69.95786761957493,ID_o82d1a
120,1777,992,289,480,541,938,1812,2156,2342,2472,2501,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91650512164054,69.95822605066135,ID_SnWNgs
120,1818,1033,288,481,527,978,1910,2267,2408,2544,2501,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91650538996388,69.95831681075768,ID_SnWNgs
93,1840,1067,271,452,481,920,1804,2193,2316,2430,2454,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91641468673853,69.95821912516223,ID_SnWNgs
93,1668,949,262,462,465,838,1825,2112,2266,2393,2454,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.916414955058826,69.95830988523792,ID_SnWNgs
114,1539,868,219,352,401,745,1614,1981,1924,2164,2404,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.909189620820754,69.99205596849905,ID_SgXfAq
114,1335,774,173,254,270,637,1501,2043,1770,2128,2404,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.9090991847468,69.9920490417638,ID_SgXfAq
114,1335,774,231,352,397,637,1501,2043,2048,2128,2404,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.90909944521222,69.99213980070863,ID_SgXfAq
105,1346,660,160,328,267,701,2135,2648,2834,2874,2754,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91095884200501,70.01006721247026,ID_E5idYM
105,1346,660,175,340,268,701,2135,2648,2820,2874,2754,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.91086840535989,70.01006028014916,ID_E5idYM
152,1978,1103,228,430,397,1048,2041,2457,2580,2770,2721,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.884609361821276,70.02882900474734,ID_Mf4kgV
152,1978,1103,307,524,546,1048,2041,2457,2734,2770,2721,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88460961295918,70.02891975868963,ID_Mf4kgV
152,1978,1103,267,517,553,1048,2041,2457,2698,2770,2721,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88451892439605,70.02882209118093,ID_Mf4kgV
152,1978,1103,313,533,598,1048,2041,2457,2576,2770,2721,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88451917553108,70.02891284510267,ID_Mf4kgV
219,2008,1220,283,537,565,1015,2073,2232,2094,2720,2809,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88156223254859,70.03866760687438,ID_X6jWO8
182,1935,1154,295,551,543,999,1909,2253,2278,2578,2876,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.881562481369336,70.03875836026677,ID_X6jWO8
219,2008,1220,267,398,447,1015,2073,2232,2086,2720,2809,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.88147179479317,70.03866069376295,ID_X6jWO8
182,1935,1154,235,399,397,999,1909,2253,2058,2578,2876,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.881472043611076,70.03875144713484,ID_X6jWO8
200,1950,1283,133,433,383,1133,2211,2589,2812,2872,2773,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.890737922372246,70.02167587217849,ID_TmBqYv
200,1950,1283,647,744,792,1133,2211,2589,2530,2872,2773,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.890738175386645,70.02176662740371,ID_TmBqYv
200,1950,1283,780,1004,1007,1133,2211,2589,2584,2872,2773,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.890647738227386,70.0217597100771,ID_TmBqYv
115,1786,979,301,521,583,947,1828,2148,2244,2525,2519,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.89538496371401,70.03455313985344,ID_284x9B
115,1786,979,261,468,507,947,1828,2148,2240,2525,2519,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.89538521411087,70.03464389631253,ID_284x9B
115,2008,1144,298,510,526,996,1781,2063,2342,2463,2519,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.895294776576655,70.03463697205041,ID_284x9B
181,1693,1037,195,384,289,853,1806,2100,1866,2434,2739,5.720665,36.4115678282,12.920962,135.0,Sentinel-2B,2019-12-18,39.9114039210737,70.03995496320721,ID_UsNmKa
